repo_id,repo_name,organization,category,subcategory,popularity_tier,stars,forks,watchers,open_issues,closed_issues,open_pull_requests,merged_pull_requests,contributors_count,total_commits,primary_language,secondary_languages,framework_dependency,license_type,first_commit_date,last_commit_date,repo_age_days,is_actively_maintained,monthly_downloads,monthly_active_users,release_count,avg_issue_response_hours,code_size_kb,has_documentation,has_ci_cd,has_docker_support,has_unit_tests,has_changelog,has_arxiv_paper,has_live_demo,has_api,has_cli,has_gui,readme_quality,community_sentiment_score,package_manager,minimum_python_version,hardware_requirement,cloud_integration,repo_health_score
R01031,guard-stack,startup-35,AI Safety & Interpretability,Fairness & Bias,moderate,1343,401,84,7,74,1,8,8,171,Python,Lua,TinyGrad,MIT,2023-04-09,2025-04-30,752,False,7312,315,6,306.6,698,True,True,False,True,False,True,False,False,False,False,Average,0.743,docker-only,3.9+,AMD ROCm,Multi-cloud,47.1
R01032,SAIK,startup-41,MLOps & Infrastructure,GPU Management,popular,6213,1329,106,136,1390,10,282,11,72,Python,Lua|Go|Java,TensorFlow,MIT,2017-01-20,2024-11-10,2851,False,26769,2256,85,78.6,938,True,True,False,True,False,False,True,False,False,False,Good,0.924,docker-only,3.11+,CUDA GPU,GCP,67.6
R01033,infer-js,nvidia,AI Safety & Interpretability,Adversarial Robustness,niche,251,29,13,10,83,0,0,2,16,Python,TypeScript|Rust,PyTorch,Apache-2.0,2022-02-07,2025-05-19,1197,False,564,63,18,148.3,1430,True,True,True,True,True,True,True,False,False,False,Average,0.869,docker-only,3.8+,TPU,AWS,53.1
R01034,super-infer-pulse,indie-dev-40,Reinforcement Learning,Multi-Agent Systems,moderate,3000,583,203,35,435,1,25,29,510,Python,None,TensorFlow,Apache-2.0,2018-06-05,2019-04-22,321,False,7083,556,1,172.1,837,True,True,False,False,False,False,True,True,True,False,Missing,0.599,source-only,3.8+,Apple Silicon,Multi-cloud,38.9
R01035,pro-agent-x,intel-analytics,Graph & Geometric ML,Molecular ML,moderate,2301,545,158,62,898,6,48,19,395,Julia,Rust|Kotlin,TensorFlow,MIT,2018-09-26,2024-05-23,2066,False,614,52,21,300.5,518,False,False,True,True,False,False,False,False,True,False,Average,0.494,source-only,N/A,CPU+GPU,Replicate,40.9
R01036,search-kit,indie-dev-57,Natural Language Processing,Text Generation,new,26,7,0,10,31,0,0,1,23,Python,C|R|Kotlin,JAX,Apache-2.0,2019-11-21,2020-10-15,329,False,337,8,4,118.7,37,False,False,False,True,True,True,False,True,False,True,Average,0.402,pip,3.8+,CPU,GCP,20.7
R01037,poly-eval-hub,research-lab-13,Natural Language Processing,Named Entity Recognition,niche,414,84,17,3,18,1,13,5,138,Go,Rust|C|Scala,PyTorch,MIT,2016-09-01,2022-03-12,2018,False,522,67,12,307.9,431,False,True,True,False,False,True,False,False,False,False,Average,0.646,source-only,N/A,Multi-GPU,Replicate,28.9
R01038,LUB,indie-dev-25,Graph & Geometric ML,Molecular ML,moderate,2935,762,228,103,228,6,168,12,215,Python,TypeScript|C,PyTorch,Apache-2.0,2019-06-28,2025-10-15,2301,True,7599,925,10,24.4,1113,True,True,False,False,False,True,False,False,False,False,Good,0.747,docker-only,3.11+,Apple Silicon,AWS,56.5
R01039,distillrs,axolotl-ai,Natural Language Processing,RAG Frameworks,niche,262,34,19,0,0,1,6,2,31,Python,Zig|Scala|Mojo,ONNX,GPL-3.0,2015-07-23,2024-04-04,3178,False,405,35,27,116.6,213,True,True,False,False,False,False,True,True,True,True,Good,0.823,pip+conda,3.12+,AMD ROCm,Modal,35.7
R01040,deep-gen-forge,fastai,AI Safety & Interpretability,Explainability,moderate,2237,554,25,7,44,5,103,3,35,Python,Scala|Zig|Java,Keras,MIT,2019-10-07,2023-04-05,1276,False,9276,531,18,253.8,2547,True,False,True,True,False,False,False,True,False,True,Average,0.788,source-only,3.11+,Apple Silicon,Multi-cloud,46.9
R01041,merge-base,microsoft,AI Safety & Interpretability,Fairness & Bias,niche,134,36,3,2,25,0,0,1,22,Python,None,TensorFlow,GPL-3.0,2022-08-05,2023-10-18,439,False,669,67,4,197.3,654,True,True,False,False,False,True,True,True,True,False,Missing,0.928,source-only,3.10+,Apple Silicon,AWS,32.6
R01042,lite-code,indie-dev-69,Graph & Geometric ML,Graph Neural Networks,niche,332,112,5,3,38,1,15,6,139,Python,Mojo|Go|Scala,Keras,Apache-2.0,2023-05-07,2025-06-12,767,False,211,26,11,131.6,573,True,True,False,True,True,False,False,False,True,False,Average,0.695,pip,3.8+,CPU,GCP,48.8
R01043,mini-search-lib,research-lab-18,Graph & Geometric ML,Point Cloud Processing,niche,264,19,7,1,13,0,0,1,11,Python,None,PyTorch,Apache-2.0,2017-07-14,2017-10-24,102,False,3543,446,1,258.3,1412,False,False,False,False,False,False,False,False,True,True,Average,0.733,npm,3.9+,TPU,Hugging Face,10.7
R01044,guard-forge,openai,Data Engineering,Data Labeling,moderate,2594,814,124,102,1357,7,170,20,277,Python,Rust|Java,TensorFlow,Apache-2.0,2016-11-10,2018-05-15,551,False,8272,876,5,169.4,131,False,False,True,True,False,False,False,False,True,False,Average,0.915,pip,3.12+,CPU+GPU,Hugging Face,30.2
R01045,gptbox15,research-lab-8,Large Language Models,Quantization,moderate,1415,485,45,8,31,3,70,1,10,Python,Swift|R,ONNX,GPL-3.0,2016-06-04,2021-12-23,2028,False,2391,289,20,119.6,175,True,True,True,True,False,True,False,False,False,False,Good,0.638,docker-only,3.9+,CUDA GPU,Together AI,55.9
R01046,GXCH60,keras-team,MLOps & Infrastructure,Hyperparameter Tuning,new,27,8,0,1,6,1,25,4,28,C,None,Flax,Proprietary,2018-05-14,2022-07-25,1533,False,32,2,17,324.5,526,False,True,False,False,True,False,True,False,False,False,Good,0.445,docker-only,N/A,CPU,Modal,31.8
R01047,dyna-prune,startup-32,Graph & Geometric ML,Graph Neural Networks,niche,217,43,10,4,13,2,33,2,14,Rust,None,PyTorch,Apache-2.0,2016-02-22,2025-05-11,3366,False,566,78,30,55.2,492,False,False,False,True,False,False,False,False,True,True,Excellent,0.912,conda,N/A,Apple Silicon,None,33.3
R01048,ultra-audio,intel-analytics,Generative AI,Diffusion Models,new,22,4,0,3,44,2,42,7,47,Python,None,TinyGrad,BSD-3-Clause,2024-08-14,2025-10-15,427,True,60,14,9,113.5,270,True,False,False,False,True,False,True,True,True,False,Average,0.541,brew,3.11+,CPU+GPU,GCP,41.9
R01049,multi-prune-core,tensorflow,Generative AI,GANs,niche,274,19,15,1,10,0,0,3,27,Python,None,TensorFlow,Proprietary,2015-03-31,2017-07-18,840,False,821,89,14,253.7,202,True,True,False,True,False,False,False,False,False,False,Good,0.795,docker-only,3.11+,CPU+GPU,None,50.4
R01050,STQOA,indie-dev-3,Graph & Geometric ML,Knowledge Graphs,popular,10046,1850,578,93,1377,28,179,43,388,C++,Julia|Rust|TypeScript,Keras,Apache-2.0,2021-10-28,2022-07-03,248,False,55480,4442,3,381.6,1084,True,True,True,True,True,False,True,False,False,False,Good,0.786,cargo,N/A,TPU,GCP,65.9
R01051,deep-bert,indie-dev-43,Generative AI,Code Generation,niche,247,72,9,3,13,0,0,1,27,Python,None,PyTorch,MIT,2022-03-22,2024-03-01,710,False,891,68,2,80.9,505,True,False,True,True,False,False,False,True,False,False,Average,0.891,docker-only,3.12+,CPU+GPU,Together AI,30.2
R01052,quick-audio-core,indie-dev-43,Natural Language Processing,Named Entity Recognition,moderate,2648,832,145,24,164,5,107,5,133,Python,Zig|Swift,PyTorch,MIT,2024-01-24,2024-06-11,139,False,19795,586,0,203.7,415,True,False,False,False,False,False,False,False,False,False,Good,0.698,conda,3.8+,CPU,Modal,24.5
R01053,swift-bench,indie-dev-11,Natural Language Processing,Text Generation,new,24,4,1,5,62,0,0,1,10,Python,Java|Scala,TensorFlow,MIT,2021-11-28,2022-02-14,78,False,80,14,2,153.5,304,True,False,False,False,False,False,False,False,True,False,Good,0.338,cargo,3.8+,Multi-GPU,Multi-cloud,20.9
R01054,mini-llm-ml,research-lab-37,Reinforcement Learning,Policy Optimization,moderate,2057,568,124,10,33,3,82,5,66,Rust,Java|Go,None/Custom,BSD-3-Clause,2023-12-09,2025-08-29,629,True,12230,714,3,26.7,1062,False,False,False,False,True,False,False,False,False,False,Good,0.577,brew,N/A,AMD ROCm,Azure,29.5
R01055,KVHT20,startup-27,AI Safety & Interpretability,Watermarking,viral,76263,25125,3724,389,4348,66,1263,321,6702,Python,C++|Go|Julia,JAX,AGPL-3.0,2019-05-09,2025-08-21,2296,True,84500,2977,70,63.8,32931,True,True,True,True,True,True,True,False,False,False,Good,0.672,conda,3.9+,AMD ROCm,GCP,99.2
R01056,flash-grad72,startup-44,Graph & Geometric ML,Knowledge Graphs,niche,235,40,7,1,3,1,27,1,14,Python,C|Lua|Scala,TensorFlow,MIT,2019-02-28,2022-03-11,1107,False,1994,270,8,204.6,459,True,False,False,True,True,False,False,True,False,False,Poor,0.665,pip+conda,3.12+,CPU,Replicate,34.1
R01057,LKE,indie-dev-24,Graph & Geometric ML,Graph Neural Networks,popular,5422,542,223,206,2921,6,46,19,82,C,Python,PyTorch,MIT,2015-04-08,2022-04-25,2574,False,79455,3190,17,171.2,697,False,True,True,True,True,False,True,True,False,False,Good,0.743,conda,N/A,Apple Silicon,Azure,54.8
R01058,dyna-net,research-lab-32,Natural Language Processing,Text Generation,niche,298,18,19,0,0,1,20,1,11,Python,None,PyTorch,LGPL-3.0,2023-04-19,2024-12-08,599,False,1213,169,8,114.5,127,False,True,False,True,False,False,False,False,False,False,Good,0.641,pip,3.8+,CUDA GPU,None,26.7
R01059,quick-model-base,indie-dev-2,AI Safety & Interpretability,Watermarking,moderate,770,120,9,1,9,1,14,3,48,Julia,None,Triton,BSD-3-Clause,2022-01-16,2024-06-09,875,False,1325,64,11,57.1,105,True,True,False,False,False,True,True,True,False,False,Missing,0.687,docker-only,N/A,CPU+GPU,GCP,39.1
R01060,bert-kit25,startup-15,Data Engineering,Synthetic Data,popular,9828,1219,772,91,1345,28,347,64,1950,Rust,None,TensorFlow,MIT,2016-04-21,2024-02-16,2857,False,58422,3677,13,88.3,1567,False,True,True,True,True,True,True,True,False,True,Average,0.501,npm,N/A,CUDA GPU,Hugging Face,65.2
R01061,rl-kit,apache,Data Engineering,Data Cleaning,popular,12233,3959,878,105,605,21,572,98,4492,Java,Go|Scala|Zig,JAX,LGPL-3.0,2016-12-17,2021-04-23,1588,False,226111,5750,10,184.9,142,True,True,True,True,False,False,False,True,False,False,Average,0.671,pip+conda,N/A,TPU,Together AI,75.8
R01062,dyna-model,startup-20,Computer Vision,OCR,moderate,1574,382,65,23,52,4,58,3,49,Python,Lua|C|Rust,PyTorch,Apache-2.0,2017-06-30,2020-01-20,934,False,7417,319,4,191.9,400,True,True,False,False,False,False,False,False,False,False,Good,0.779,pip,3.12+,TPU,Azure,33.4
R01063,swift-data-kit,indie-dev-39,Natural Language Processing,Question Answering,popular,3611,954,173,44,196,13,285,11,262,Python,Kotlin|Mojo|Lua,PyTorch,MIT,2017-08-22,2022-12-20,1946,False,1933,204,28,196.3,46,True,True,True,True,False,True,False,False,False,False,Average,0.849,cargo,3.12+,CPU+GPU,Hugging Face,61.5
R01064,gradforge,research-lab-4,Audio & Speech,Speech Recognition,popular,7716,1378,488,31,266,22,181,61,860,Python,C++|Mojo|Zig,TensorFlow,MIT,2022-03-20,2023-02-12,329,False,16451,1606,2,262.6,277,True,True,True,True,True,False,True,False,False,True,Good,0.722,npm,3.10+,AMD ROCm,Multi-cloud,62.0
R01065,LMH5,bigscience-workshop,Generative AI,Creative AI,niche,165,16,10,2,22,5,85,1,11,Python,None,PyTorch,Apache-2.0,2021-06-25,2022-06-30,370,False,74,10,4,95.3,7034,False,True,False,False,False,True,False,True,False,False,Poor,0.815,npm,3.10+,AMD ROCm,Azure,22.6
R01066,simple-train,research-lab-17,Natural Language Processing,Sentiment Analysis,new,41,7,1,9,59,1,26,1,10,Python,C++|Kotlin|R,None/Custom,Apache-2.0,2020-01-14,2020-05-15,122,False,108,1,1,146.0,2103,False,False,True,True,True,False,False,True,True,False,Excellent,0.639,pip,3.8+,Apple Silicon,Together AI,19.6
R01067,pro-doc,startup-1,Generative AI,VAEs,niche,221,40,16,2,14,1,19,1,10,Python,Rust|Mojo|Go,TensorFlow,Custom,2016-06-11,2017-12-20,557,False,609,60,9,271.4,106,True,True,True,False,False,True,False,False,False,False,Average,0.819,source-only,3.11+,CUDA GPU,Multi-cloud,36.0
R01068,NYS,stability-ai,Large Language Models,Agents & Tool Use,new,36,12,2,3,28,3,39,2,29,C++,Mojo|Zig,TensorFlow,Apache-2.0,2024-09-10,2025-08-16,340,True,32,35,5,35.2,1436,True,False,True,True,True,True,False,True,True,True,Good,0.32,brew,N/A,AMD ROCm,AWS,48.1
R01069,multi-rl,startup-21,Reinforcement Learning,Multi-Agent Systems,niche,193,61,9,4,19,4,53,1,16,Python,C++|Swift|Kotlin,PyTorch,GPL-3.0,2023-03-28,2024-03-31,369,False,787,8,4,161.6,607,True,False,False,False,False,True,True,False,False,False,Good,0.705,conda,3.11+,AMD ROCm,Multi-cloud,21.7
R01070,lite-serve,01-ai,Audio & Speech,Music Generation,viral,80429,9434,6126,697,2192,131,3469,411,5134,C++,Python|Java|C,Keras,MIT,2022-10-30,2024-04-12,530,False,568301,60449,5,185.1,897,True,True,True,True,True,True,False,False,False,False,Poor,0.875,cargo,N/A,Multi-GPU,Hugging Face,71.3
R01071,poly-data,indie-dev-24,Computer Vision,Image Segmentation,niche,500,151,27,7,32,0,0,4,87,Go,Kotlin|C++|Swift,TensorFlow,Apache-2.0,2023-09-15,2024-03-25,192,False,1259,157,2,116.9,1155,False,True,True,False,False,False,False,True,False,False,Poor,0.674,pip,N/A,CPU+GPU,Modal,21.1
R01072,flex-rl,startup-24,Data Engineering,Data Labeling,popular,11830,797,823,53,766,11,72,123,3501,Go,TypeScript|Java|Lua,PyTorch,BSD-3-Clause,2024-12-19,2025-06-25,188,False,17156,265,1,283.3,2083,True,True,True,True,True,False,False,True,False,False,Missing,0.864,conda,N/A,CPU,Multi-cloud,70.1
R01073,gradbox,startup-1,MLOps & Infrastructure,Experiment Tracking,niche,415,117,21,3,41,1,18,4,34,Python,None,TensorFlow,MIT,2018-06-05,2022-03-23,1387,False,1873,127,27,38.7,432,False,False,True,True,False,False,False,False,False,False,Excellent,0.663,source-only,3.8+,CPU+GPU,Azure,35.5
R01074,model-py,startup-1,MLOps & Infrastructure,AutoML,niche,309,107,15,1,11,0,0,2,46,TypeScript,Go|Julia|Swift,TensorFlow,BSD-3-Clause,2020-11-06,2024-04-07,1248,False,5073,602,9,222.7,290,True,True,False,False,False,False,False,False,True,False,Average,0.73,cargo,N/A,Multi-GPU,Modal,36.7
R01075,EODUK,startup-20,Data Engineering,Data Labeling,moderate,828,182,11,1,5,2,55,1,16,Python,Lua|C,MLX,BSD-3-Clause,2024-08-08,2025-10-15,433,True,4360,608,9,11.0,569,False,True,False,False,False,False,False,False,True,False,Good,0.717,brew,3.12+,CUDA GPU,Replicate,41.8
R01076,vision-craft,indie-dev-60,Natural Language Processing,Text Generation,niche,179,9,7,1,7,4,97,3,22,Python,Mojo|Zig|Lua,ONNX,MIT,2017-08-29,2023-04-23,2063,False,79,17,22,134.9,1072,True,False,False,True,False,True,False,True,False,False,Good,0.772,pip+conda,3.9+,TPU,Hugging Face,44.4
R01077,meta-net-js,research-lab-5,AI Safety & Interpretability,Adversarial Robustness,niche,171,19,4,1,8,3,29,1,23,Python,None,PyTorch,Apache-2.0,2016-03-22,2024-01-13,2853,False,250,24,9,81.6,125,False,True,False,False,False,False,False,False,False,False,Average,0.489,source-only,3.10+,TPU,Modal,26.1
R01078,VPK,startup-24,Data Engineering,Dataset Management,popular,10503,602,289,177,1759,33,868,42,423,Python,Julia,ONNX,Apache-2.0,2021-03-11,2021-09-04,177,False,57912,3816,0,141.4,69,False,True,False,True,True,False,True,False,True,False,Average,0.661,pip,3.10+,CUDA GPU,AWS,53.3
R01079,prunebox,research-lab-9,MLOps & Infrastructure,AutoML,moderate,1226,88,25,15,224,1,10,4,100,Python,None,JAX,MIT,2016-10-03,2018-07-03,638,False,3852,167,5,86.5,1594,True,True,False,False,True,False,False,True,True,True,Missing,0.503,source-only,3.11+,CUDA GPU,Multi-cloud,36.0
R01080,safe-rs,research-lab-31,Audio & Speech,Speaker Diarization,new,20,6,0,3,22,2,41,1,19,Rust,Lua|Python|Go,PyTorch,MIT,2022-12-21,2024-11-27,707,False,12,17,9,89.6,4064,True,True,False,False,False,False,False,True,True,False,Missing,0.841,pip,N/A,CUDA GPU,AWS,35.7
R01081,modelbase,ollama,Reinforcement Learning,Game AI,niche,385,116,4,4,29,1,14,3,22,Python,None,TensorFlow,MIT,2019-09-09,2023-03-28,1296,False,2807,266,18,260.3,390,True,True,False,True,False,False,False,False,True,False,Average,0.934,source-only,3.11+,CPU,AWS,53.4
R01082,serve-kit70,indie-dev-33,MLOps & Infrastructure,Experiment Tracking,moderate,1938,296,138,61,345,3,31,9,91,Python,Go|R,PyTorch,MIT,2019-05-01,2022-09-24,1242,False,6599,162,18,244.8,113,True,False,False,True,True,False,False,True,False,False,Average,0.864,cargo,3.10+,CPU+GPU,Multi-cloud,46.8
R01083,quant-flow,startup-5,MLOps & Infrastructure,GPU Management,niche,254,58,2,2,22,1,6,1,27,Python,None,PyTorch,Apache-2.0,2021-09-26,2022-03-01,156,False,341,20,1,308.7,148,False,False,False,True,False,False,True,False,False,False,Good,0.678,npm,3.9+,Multi-GPU,AWS,20.5
R01084,LKVA,indie-dev-57,Data Engineering,Data Labeling,niche,382,28,19,3,36,1,9,2,29,Python,None,MLX,MIT,2023-09-03,2025-06-14,650,False,531,31,11,177.7,163,False,False,False,True,True,False,False,True,True,False,Good,0.969,pip+conda,3.8+,CUDA GPU,Azure,28.4
R01085,net-craft95,01-ai,Computer Vision,Medical Imaging,niche,267,20,16,1,4,1,6,4,77,TypeScript,None,PyTorch,LGPL-3.0,2021-06-25,2023-09-06,803,False,597,89,24,62.1,272,True,True,True,False,True,True,False,False,False,False,Good,0.572,npm,N/A,Apple Silicon,Modal,43.9
R01086,KPXRR57,bigscience-workshop,Large Language Models,Agents & Tool Use,popular,11652,2491,687,211,567,52,361,47,1163,Python,C|Lua|Zig,None/Custom,Proprietary,2015-09-12,2020-04-07,1669,False,33430,3824,23,154.7,123,False,True,False,True,False,True,False,True,False,True,Poor,0.858,pip,3.11+,TPU,Replicate,67.0
R01087,meta-bench,THUDM,Reinforcement Learning,Environments & Simulators,new,19,5,0,10,44,1,12,2,20,Python,Swift|Lua|Julia,TensorFlow,Apache-2.0,2022-10-16,2024-04-24,556,False,98,34,11,101.9,2445,True,True,False,False,False,True,False,False,True,False,Excellent,0.324,brew,3.12+,AMD ROCm,Azure,36.6
R01088,EMQB,indie-dev-71,Graph & Geometric ML,Knowledge Graphs,new,23,4,0,12,44,5,75,1,18,C++,None,None/Custom,MIT,2023-12-08,2024-06-05,180,False,33,28,2,113.4,1610,True,True,False,True,False,False,False,False,False,False,Average,0.892,pip+conda,N/A,CPU,Replicate,39.5
R01089,simple-diff-studio,indie-dev-59,Computer Vision,Image Generation,new,23,1,1,6,35,0,0,1,17,Java,None,CUDA,MIT,2021-07-14,2024-07-20,1102,False,23,43,39,250.0,776,True,False,False,True,False,False,True,False,False,False,Good,0.721,brew,N/A,CPU,AWS,43.7
R01090,simple-llm,research-lab-35,Generative AI,Creative AI,new,23,4,1,3,30,2,33,3,16,Python,C++|Lua|Rust,TensorFlow,MIT,2019-06-28,2025-01-07,2020,False,65,18,45,163.3,2237,True,True,False,True,False,False,False,False,True,True,Excellent,0.24,pip,3.8+,CPU,AWS,54.4
R01091,multi-merge,indie-dev-67,Natural Language Processing,Sentiment Analysis,niche,326,84,15,5,16,1,17,1,22,Python,None,PyTorch,MIT,2021-03-24,2025-06-10,1539,False,99,22,13,96.4,1865,False,False,True,False,False,False,False,True,True,False,Average,0.705,brew,3.10+,TPU,None,18.1
R01092,embedpulse,indie-dev-48,MLOps & Infrastructure,GPU Management,niche,223,24,12,7,56,1,13,1,24,Java,None,None/Custom,MIT,2018-08-09,2025-05-11,2467,False,849,59,17,173.1,31,False,True,False,False,False,False,False,True,True,False,Excellent,0.735,cargo,N/A,CPU+GPU,Modal,32.2
R01093,fast-token-x,indie-dev-57,MLOps & Infrastructure,Data Versioning,moderate,1276,110,54,12,92,1,11,7,44,TypeScript,None,None/Custom,AGPL-3.0,2023-10-04,2025-07-22,657,True,1870,32,11,32.6,2001,True,False,False,False,False,True,False,True,False,False,Good,0.224,conda,N/A,TPU,Modal,45.3
R01094,pro-gpt-studio,research-lab-17,Generative AI,VAEs,niche,258,46,9,5,34,1,15,19,278,Python,Scala|Mojo,PyTorch,MIT,2023-02-11,2024-04-16,430,False,1471,108,5,55.4,1103,False,False,False,True,False,False,False,True,True,False,Average,0.765,docker-only,3.9+,CUDA GPU,Hugging Face,24.9
R01095,gradhub13,research-lab-37,Computer Vision,Image Segmentation,new,31,7,2,11,81,5,51,1,15,Java,None,PyTorch,BSD-3-Clause,2015-08-21,2023-07-31,2901,False,814,44,26,196.6,1008,False,False,False,False,False,False,True,True,False,True,Average,0.282,brew,N/A,CPU,Multi-cloud,24.0
R01096,cross-rl-ai,bigscience-workshop,Natural Language Processing,Machine Translation,niche,152,12,9,0,0,2,26,2,24,Python,None,Triton,BSD-3-Clause,2022-05-13,2024-10-16,887,False,710,68,6,188.5,6541,True,True,False,False,True,False,False,False,False,False,Excellent,0.936,conda,3.9+,AMD ROCm,None,25.0
R01097,agentwave,indie-dev-54,Generative AI,VAEs,niche,191,38,8,1,12,0,0,1,16,Python,C++|Swift,None/Custom,Proprietary,2018-06-03,2022-11-02,1613,False,850,49,81,142.9,325,False,False,False,True,False,False,False,False,False,False,Excellent,0.84,pip+conda,3.9+,CPU+GPU,Modal,34.7
R01098,TOSRQ60,indie-dev-15,AI Safety & Interpretability,Adversarial Robustness,niche,204,11,10,2,12,0,0,1,14,Python,None,None/Custom,Proprietary,2018-02-15,2021-11-25,1379,False,503,61,3,226.5,477,True,True,False,False,True,False,False,False,False,False,Excellent,0.723,pip+conda,3.12+,Apple Silicon,Azure,31.3
R01099,cross-grad27,startup-49,Reinforcement Learning,Environments & Simulators,niche,367,92,10,7,38,1,18,2,26,Rust,Mojo|C,PyTorch,MIT,2017-10-17,2023-08-30,2143,False,1145,73,24,90.2,626,False,True,False,True,True,False,False,True,False,True,Excellent,0.796,pip,N/A,CUDA GPU,Modal,44.4
R01100,multi-eval,indie-dev-4,Audio & Speech,Voice Cloning,niche,320,20,6,0,0,1,5,1,10,Java,None,PyTorch,MIT,2020-10-24,2021-01-23,91,False,2575,362,1,265.2,1473,False,True,False,True,True,False,False,True,False,False,Average,0.824,conda,N/A,TPU,Together AI,21.5
R01101,servejs,startup-43,Reinforcement Learning,Environments & Simulators,niche,118,27,7,0,0,3,25,1,10,Python,TypeScript,ONNX,MIT,2024-10-21,2025-05-19,210,False,226,13,2,116.4,198,False,True,False,False,False,False,True,True,True,False,Good,0.802,source-only,3.12+,AMD ROCm,Together AI,11.8
R01102,promptrs,indie-dev-23,Audio & Speech,Audio Classification,niche,318,87,15,3,6,0,0,1,13,Python,None,PyTorch,LGPL-3.0,2022-12-12,2024-09-09,637,False,1279,146,3,248.6,372,False,True,True,False,False,False,False,True,True,False,Poor,0.803,pip+conda,3.10+,AMD ROCm,Together AI,19.7
R01103,hyper-rl-stack,indie-dev-13,Large Language Models,Agents & Tool Use,moderate,841,220,59,23,76,1,7,2,33,Python,R,PyTorch,BSD-3-Clause,2020-01-14,2020-07-09,177,False,10140,1297,1,95.1,115,False,True,False,False,False,False,False,False,False,False,Good,0.516,pip+conda,3.12+,TPU,None,20.3
R01104,guard-base,salesforce-research,Generative AI,3D Generation,niche,256,58,19,2,28,1,10,1,19,Python,Lua|Kotlin,CUDA,BSD-3-Clause,2019-10-17,2023-08-31,1414,False,336,38,24,121.7,1409,True,True,False,False,False,False,False,False,True,False,Average,0.81,docker-only,3.9+,CPU+GPU,Hugging Face,44.9
R01105,simple-tensor-forge,ollama,Data Engineering,Data Augmentation,moderate,2018,599,81,24,98,0,0,10,51,Julia,None,TensorFlow,GPL-3.0,2022-04-17,2023-02-05,294,False,1498,214,8,368.9,840,False,True,False,True,False,False,False,False,False,False,Average,0.767,npm,N/A,CPU+GPU,Azure,39.1
R01106,ZOAJ,databricks,Large Language Models,Prompt Engineering,niche,500,54,29,3,16,2,26,3,51,R,Go|Java,JAX,BSD-3-Clause,2023-07-24,2025-09-05,774,True,3832,475,9,56.8,923,False,True,False,False,False,False,True,True,False,False,Average,0.775,source-only,N/A,CPU,Replicate,41.5
R01107,flash-safe-rs,startup-35,Generative AI,3D Generation,viral,59639,10891,4311,552,3451,172,2691,255,7780,Python,C|R,TinyGrad,MIT,2023-10-28,2024-11-12,381,False,132685,15997,5,357.4,490,True,True,True,True,True,False,False,True,False,False,Average,0.587,pip,3.11+,Multi-GPU,AWS,72.4
R01108,servers,indie-dev-20,Graph & Geometric ML,Point Cloud Processing,new,20,2,1,8,84,1,17,1,10,Python,Rust|R,JAX,Apache-2.0,2021-07-14,2024-12-09,1244,False,20,3,9,200.3,289,True,False,True,False,False,False,False,True,False,False,Poor,0.212,cargo,3.9+,TPU,Multi-cloud,26.0
R01109,smart-gen-wave,startup-48,Natural Language Processing,Text Summarization,popular,7656,1168,558,112,701,8,174,19,120,TypeScript,R|Python|Rust,TensorFlow,MIT,2024-12-14,2025-10-15,305,True,6925,583,2,10.4,637,True,True,True,True,True,False,True,True,False,True,Good,0.678,source-only,N/A,TPU,Replicate,72.3
R01110,OWSV,indie-dev-66,Reinforcement Learning,Multi-Agent Systems,popular,6660,479,445,90,1226,20,244,108,668,Python,Rust|Java,PyTorch,GPL-3.0,2018-10-27,2025-04-10,2357,False,54316,1014,42,135.7,546,True,True,True,True,True,True,True,False,False,False,Average,0.509,npm,3.10+,AMD ROCm,Hugging Face,77.6
R01111,token-kit,startup-48,Natural Language Processing,Embeddings,new,12,3,0,5,69,0,0,4,43,Python,Scala,ONNX,MIT,2022-07-02,2025-07-20,1114,True,24,19,4,115.2,1347,False,True,True,True,True,False,True,False,True,False,Average,0.649,cargo,3.11+,Apple Silicon,AWS,47.7
R01112,YREJB,research-lab-34,MLOps & Infrastructure,Model Monitoring,new,12,2,0,5,19,5,83,1,10,C,None,None/Custom,MIT,2024-08-16,2025-01-16,153,False,218,23,4,165.3,348,False,True,False,False,False,False,False,False,False,False,Excellent,0.264,conda,N/A,CPU+GPU,Together AI,21.0
R01113,turbo-serve,research-lab-6,Audio & Speech,Audio Classification,new,48,9,1,1,2,5,87,1,10,Python,None,TensorFlow,Proprietary,2018-07-22,2025-03-04,2417,False,163,13,45,279.6,236,True,False,False,False,False,False,True,False,True,False,Excellent,0.814,cargo,3.10+,CPU+GPU,None,31.9
R01114,LPCGG,indie-dev-50,Graph & Geometric ML,Geometric Deep Learning,niche,136,31,10,1,5,3,61,3,41,Python,Swift,PyTorch,Unlicense,2022-10-05,2023-10-30,390,False,657,48,13,281.4,496,True,True,True,True,True,False,False,True,True,True,Average,1.0,pip,3.12+,Apple Silicon,Azure,48.7
R01115,TBRRU,tensorflow,Generative AI,Creative AI,moderate,3000,565,46,131,578,10,223,45,369,C++,TypeScript|Go,PyTorch,GPL-3.0,2021-06-27,2023-09-12,807,False,7519,778,7,140.4,433,False,False,True,True,False,False,False,False,False,False,Good,0.643,cargo,N/A,CUDA GPU,Replicate,33.9
